obstime,bg_mean,bg_std,bg_total,src_error,src_mean,src_net,src_std,src_total,filename
2015-03-05T01:39:22.288014,2.81384804346e-10,1.73613887156e-10,6.865789004e-08,2.41192110728e-09,8.97716656567e-09,1.67828579833e-06,2.12352517792e-08,1.73259309122e-06,N2784-7/Q1/N2784-7.Q1.I.150305_0139.C.002053.092205N2208.0060.nh.fits.fz
2015-03-05T02:19:56.254013,2.3399493454e-10,1.49940337923e-10,5.70947626954e-08,2.0830377423e-09,9.17962506009e-09,1.7265065253e-06,2.55934065052e-08,1.7716675984e-06,N2784-7/Q1/N2784-7.Q1.I.150305_0219.C.002068.092205N2208.0060.nh.fits.fz
2015-03-05T03:02:12.821012,1.69980252096e-10,1.78808204354e-10,4.14751823996e-08,2.48408293935e-09,8.88723494796e-09,1.68243013832e-06,2.38528805596e-08,1.71523629433e-06,N2784-7/Q1/N2784-7.Q1.I.150305_0302.C.002083.092205N2208.0060.nh.fits.fz
2015-03-05T03:42:52.335012,1.92360516404e-10,1.4764470202e-10,4.69359662247e-08,2.05114569773e-09,8.87783091486e-09,1.67629582393e-06,2.1987535348e-08,1.71342139765e-06,N2784-7/Q1/N2784-7.Q1.I.150305_0342.C.002098.092205N2208.0060.nh.fits.fz
2015-03-05T04:25:45.317014,2.20137408302e-10,1.7800562413e-10,5.37135278478e-08,2.47293319156e-09,9.03543639907e-09,1.70135274402e-06,2.52506726639e-08,1.74383922058e-06,N2784-7/Q1/N2784-7.Q1.I.150305_0425.C.002113.092205N2208.0060.nh.fits.fz
2015-03-05T05:09:59.370011,2.51837578569e-10,1.6229810551e-10,6.14483681716e-08,2.25471730175e-09,8.92791351959e-09,1.67448263255e-06,2.2341557937e-08,1.72308727997e-06,N2784-7/Q1/N2784-7.Q1.I.150305_0509.C.002128.092205N2208.0060.nh.fits.fz
2015-03-05T05:52:39.225003,2.47986742252e-10,1.77271503032e-10,6.05087677741e-08,2.46273446081e-09,8.86331541494e-09,1.66275845004e-06,1.98638971938e-08,1.7106199266e-06,N2784-7/Q1/N2784-7.Q1.I.150305_0552.C.002143.092204N2208.0060.nh.fits.fz
2015-03-05T06:30:36.930145,2.89663043551e-10,1.95736982178e-10,7.0677785402e-08,2.71926503537e-09,8.755720593e-09,1.63394918218e-06,1.67806906148e-08,1.68985411619e-06,N2784-7/Q1/N2784-7.Q1.I.150305_0630.C.002158.092205N2208.0060.nh.fits.fz
2015-03-05T19:26:14.229255,-8.53823522301e-13,1.3368769633e-11,-2.08332934237e-10,1.8572487992e-10,-4.94685401583e-13,6.93136520402e-11,1.24634616863e-11,-9.54742812587e-11,N2784-7/Q1/N2784-7.Q1.I.150305_1926.S.010338.092205N2208.0060.nh.fits.fz
2015-03-05T20:03:08.988004,-6.46446004365e-13,1.27488479842e-11,-1.577328268e-10,1.77112657873e-10,9.87922959585e-13,3.15433207332e-10,1.30665374354e-11,1.9066913326e-10,N2784-7/Q1/N2784-7.Q1.I.150305_2003.S.010353.092205N2208.0060.nh.fits.fz
2015-03-05T20:40:00.725992,-1.06744008164e-12,1.15852388446e-11,-2.60455379486e-10,1.60947283279e-10,-2.2577818521e-12,-2.29735966362e-10,1.2345675697e-11,-4.3575190678e-10,N2784-7/Q1/N2784-7.Q1.I.150305_2040.S.010368.092205N2208.0060.nh.fits.fz
2015-03-05T21:17:26.077991,-3.43185495213e-13,1.1109377307e-11,-8.37372601814e-11,1.54336404767e-10,-1.06182770909e-12,-1.3869794202e-10,1.12389368645e-11,-2.04932751324e-10,N2784-7/Q1/N2784-7.Q1.I.150305_2117.S.010383.092205N2208.0060.nh.fits.fz
2015-03-05T21:54:19.464000,-7.3630917986e-13,1.12521901519e-11,-1.79659440103e-10,1.56320414946e-10,6.33905634147e-13,2.6445146073e-10,1.11000653114e-11,1.22343787878e-10,N2784-7/Q1/N2784-7.Q1.I.150305_2154.S.010398.092205N2208.0060.nh.fits.fz
2015-03-05T22:37:00.747040,6.72196727534e-13,1.16032409375e-11,1.6401599523e-10,1.61197374893e-10,-1.54685129723e-13,-1.59588203763e-10,1.10383932897e-11,-2.98542301991e-11,N2784-7/Q1/N2784-7.Q1.I.150305_2237.S.010414.092205N2208.0060.nh.fits.fz
2015-03-05T23:14:27.749125,2.52135877281e-13,1.2083372497e-11,6.15211562249e-11,1.67867567069e-10,-5.80367595345e-14,-5.98633156934e-11,1.195655467e-11,-1.12010947392e-11,N2784-7/Q1/N2784-7.Q1.I.150305_2314.S.010429.092204N2208.0060.nh.fits.fz
2015-03-06T19:24:09.577941,3.00173541622e-13,8.44030227654e-12,7.32423427463e-11,1.1725642679e-10,1.91919700618e-12,3.1247152088e-10,8.88465950116e-12,3.70405012218e-10,N2784-7/Q1/N2784-7.Q1.I.150306_1924.S.010491.092205N2208.0060.nh.fits.fz
2015-03-06T20:01:55.582951,-3.2397500481e-13,8.96794530997e-12,-7.90498985714e-11,1.2458667431e-10,1.54730950817e-13,9.23902482297e-11,8.09982636518e-12,2.98630738194e-11,N2784-7/Q1/N2784-7.Q1.I.150306_2001.S.010506.092205N2208.0060.nh.fits.fz
